cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
2267225590543945|11/13|Maestro|485|Gold|d000fb6d-cbb8-4ab3-a9c0-4cbda3a763d7|0e87316777d12c61e479c03876760f4530e07a1717ce186357fc4f0ae444c698
3506310334210156|07/14|JCB 16 digit|228|Classic|74abebbc-c855-4ddf-b482-6ae09b27052f|54998e6e9a649732809dae5865b470e888291e73198ab95b6647fadeac300690
4099934199104302|12/18|JCB 16 digit|240|Gold|e2999c58-1503-481f-8aac-de4cf2726c72|954e57b76ebd69133993deb0ed7ddd7047ecb2b617ec8f5b679f9e2828b35bee
4392393183489134|07/19|American Express|9283|Gold|8a0d29c6-8dd0-43d2-943d-4acdf9aa16f4|f19cb236908b3a22b38e9942ad697a6a8f19f958d3c3a33054e9295009b4d4dd
373145057580310|04/26|Mastercard|720|Classic|89d525c1-df1e-4e34-a8eb-09ceab8ad818|4167f1c1cb35d998b4a58e3aee80bac781f4b1d04f582b623c42b36f23f6e2cf
2336718457686200|08/21|VISA 16 digit|4132|Classic|41e1e502-b55a-4352-9872-0cc98d450e79|fce0035e8005d0594b27edab5f013097bb712de19921da44c5b4a68e9bc1db9b
36038800219808|01/27|VISA 13 digit|987|Platinum|b350abeb-71d9-4424-9f8d-f6e92029312c|1564e3ffef5913084223538cf2b17ea5e61bfd8edfcfa97454c4ffce3b462dc4
3573757059045894|05/19|JCB 16 digit|443|Gold|9de0bad5-ec7b-405e-aa51-9317ad8606a9|d66c6e540fd201d55f5836686993add9b26c7d38431bb0b5ead7519ac48349c8
4170333904537|05/24|Mastercard|725|Platinum|0b74bab8-71e1-4d35-a1bd-609701fa79c3|318f6d5e3383c8fcc93f1d3f6dd2ce42be1383cb4eb722a0eb9b4fc869fcbbc8
4739087829019030|06/28|American Express|573|Classic|e0f97d89-d8b1-46fb-a313-497f28bb5f8b|263f3a52bf758b94a371e87b8f80611554f4afb33cc7864466363fb7a276498d
30358551380070|08/15|Mastercard|5819|Platinum|3267c218-ecdb-4f0e-a54e-a7cdc73135cf|39ef879f2df694452d03363222876058c726a5f62a5a0b62b3f9b98b2154fe19
676373866273|11/17|VISA 13 digit|044|Classic|dbfb7137-15ba-4b00-a4c8-4ec9072e8cfb|74cf7e99bb467c699ef9f2196c4f8af072fb512d708a7cc0752d93a3ec40743d
4037799708151614|01/14|Maestro|124|Classic|f09065f8-6a1c-4565-b1c9-33007686d5d1|2396811b7d69cbdae7ff410a6aa8959d4263708233bbae03755890b324ace418
343190059922448|04/19|VISA 19 digit|549|Platinum|a644dd06-6d36-4719-96e1-d4e3e3c0f0c9|0b5bb32d0764ac506e0e742923d3e1aa0906788e91036a065d6f7f98b0570848
180018617696848|02/20|VISA 13 digit|218|Platinum|2972b24b-4c6a-4879-b062-2c0a8274fda3|c17ef62502ef2b56457474020a42843d9249dec51e238ba92c5ae48a6acc9bf3
4425880515935125101|08/16|JCB 15 digit|972|Platinum|60c73f1c-f989-4573-97a2-463b8bde94c6|e712099e075344634ca0dd9359bff481e9cf7a2242e1d475af35f80653e02f12
180071228054477|10/29|Discover|714|Platinum|7268c319-18e1-4e17-8f45-3da43f8733c2|556b90dd3166a59bc7e29fde3a6cd98761d104fdb96fbe37e516252ac31ed518
4245512500189486|10/30|VISA 19 digit|672|Classic|bec0bac1-6fd4-4192-ae31-9ee91183e6db|554886c1393683e8230e805d7deedf888ffa40fb770ea1ab4b216b4a362ba36d
3597290627959471|03/15|American Express|459|Classic|c909be73-9794-41fd-a78d-1a360ee4815e|e2b980fedad7caa41ed489f1b0f25b0a7ced02887279b18ce9b00e03da028bc1
344096774979416|12/25|Discover|342|Platinum|97aed085-c535-4024-bf8b-7497c67044a5|15257c21715483d5e97f3c4d9c229a729a7f4c443f4e5289f8b13c34432871ea
180060996711814|01/30|American Express|9210|Platinum|b580fd80-1333-45b4-aa04-6a6d1e3d2479|ef17ed9ff9187d00615f97160a65f72ad84d4a928ff73777721c53741bbcb268
3557987797609962|01/32|VISA 19 digit|507|Platinum|09326e96-8063-453c-bc77-4e5088d27472|c2b92bae153b650cc3e999222407e7a426feb749effa3710760f2838ad03b877
340254880509536|08/27|VISA 19 digit|614|Gold|8ae28b57-9f68-440e-aa40-eb6941047c54|045cef82f76e99b45683277c7762f9b549a0e99eff14791dcbcf862612f67f6b
180048899565999|08/23|VISA 19 digit|4814|Platinum|156bdfc1-d605-4a22-9629-45a5e7f01daa|25c763f8126fa0413196c239ce6cc46a359faf8efcd5ef4757d249f7a46ccd57
2490998666871973|10/16|Maestro|727|Classic|8a03d96f-c26e-448d-8aba-c57a89046d2f|13ee1cd9cb6a611ac47b8aec696a507c88a07ae299517b854cfa731b77bd4bd4
180019055483764|06/29|Mastercard|228|Gold|6879d9d3-c9e0-48d2-8fe3-b887e5b74a09|0f520fea9d7855fd2df34e8e8e0409790891e3525db1b35735819c3b7c0c4d2f
6502983358312178|06/17|American Express|136|Classic|e80dd1ea-fbd9-4a7d-ab8b-c4c23b544356|ae40c563d5a9330bf18f81d607123ed956c96d127e5db70d319b1afb7a1fbdc8
3505369875964234|12/26|JCB 16 digit|846|Classic|d2aed46b-d1af-4ea9-a34c-0c7e65f80742|5e86eb8b32a8ccc7a1b8a5cdf09c074dc9d9c597e674dd0fc4ede91db346365e
3565310420668570|03/27|VISA 16 digit|744|Platinum|2cd42731-5663-4ff0-94cb-42732d6ed78f|24b81927f231fadd45a33463c4940b3a7b5bed5a04f9f1f866f4cc31095a4999
4060971078411940|06/18|VISA 16 digit|658|Gold|59f60cee-a615-4956-8651-5d50f7722347|8203c1d8f946e9bb4c590ad6a4a8d9277d7ef58002295e0e5246f61541f361c5
3545872812171773|05/31|Maestro|360|Classic|43671494-a473-4d76-83aa-7e02745c956a|cef6a45e181060c94c4229fecbcb5ff1ca0ae2136e0133d3987d7c1df31dcf13
36132360262280|03/21|Discover|306|Classic|4f211d00-11e5-4fca-a7a1-24658d024358|68e877a5d1d442be9efd5aafc698034218407ff3ec8f063f3590b1c66fb6d97d
3580398278360045|01/22|Maestro|407|Classic|24494863-a9e3-4a8f-be76-5e3f31b283a3|ba4469032f45c21415c5f40e5d4cff6301fd0861fc3946f7cc3dddb84156aa77
213129234490951|09/22|VISA 13 digit|115|Platinum|2d267550-3da9-437e-bd12-acff330838be|01cd60b281ac1f59bfc8872fa5cb1c8ef6e1859c8355d0b68e8750fdcc9b3a62
589279012407|12/13|VISA 19 digit|7923|Platinum|fdd6467f-70cb-478a-a91a-d3ce254b634f|2f578c7f7de930da4c55a79f96887eabd3ebe1a7767444fe826a6bfb4ba78dc9
30167134018176|12/23|VISA 16 digit|939|Classic|c9696935-4c98-40d8-9052-a7ceaa8db879|0a35c7ec087881ecb7e36702f4cb8f3007307c6baf230fcaf0d255c4e908109b
060465034563|07/23|Diners Club / Carte Blanche|707|Classic|5b14035b-3ab1-4d90-8a93-afa5b66fee82|2a0f2ed36f029ab36d413e1e58e77731921fbab321a0956889c594be32a7905b
344443037750020|06/30|JCB 16 digit|177|Classic|fd521f05-8cef-4f46-a9ce-37e69233428a|9acc1aca33e823be5922113b26cce46bb5f0af4c383ba9f9fef6b12526092c95
676253757790|10/16|Diners Club / Carte Blanche|023|Classic|fe4965c3-a60e-4f0b-b517-c8114626b6ad|4836f80d6668f32e26164a5dbc9402293085e6990afd8ae4671f7d5232e5db34
4341983979729|04/24|VISA 16 digit|196|Gold|aeba64d2-d7b1-4ae0-8618-04a8d0b7c48e|b0c10863aa1c57db118a296964f5881b555b59e313bbfcc5ff924665921794ba
5486902847714143|03/16|JCB 16 digit|053|Classic|a8366a1c-ee6d-4891-bc7a-fc47a8764b25|4c16c30a85407e183ae683e6b56fbf6d486243752eb135c666b7aa17131384b0
4322035023844508|11/21|JCB 15 digit|273|Gold|b42a9951-fb55-4871-a3b8-57b4dbac20c8|bf1605172c13bc8647bc137bb0d5f3a365beb58998c34a8b013b68e3633206b5
4587557854936921|05/23|JCB 16 digit|107|Gold|ceec9404-b4ce-41b1-ad6e-449da8574202|8b05b4185fc9d883a4e9f819b9f8607466134f890153f6b8d6ea618a442c9156
30039114369657|11/31|JCB 16 digit|623|Classic|43cd6b4a-62fd-426a-b967-f61e83e2e83a|15c3f8ba6801919526b908906ded1a50cd428f8dcaf51dff900d729224913497
6011683002588462|03/15|VISA 16 digit|470|Gold|23545f68-ea78-4888-b5e2-8c26414065cf|8a86025d5ac356ac5055bd469c300c5198e05bf203d62d17372886a352dc80a5
213150706669153|07/21|Mastercard|603|Gold|d6f3687c-c7bf-427a-8423-471bb08ea9da|65184e7f4fbf134c7eb5558d7c7e531cb43fdc37a8c4360a2c3fc9309d25e189
6505957698464953|11/26|JCB 15 digit|042|Platinum|ad19aa1a-6965-4cbe-bf3c-ac6d93e64665|99e282d5994f862fc4842471bef78af10092522e68b7c119fe489ea63b6f4d8a
4497031638319896597|06/15|JCB 16 digit|533|Classic|302c6867-c9b2-4a01-a0e1-63eb8d263198|1359ddfd0313b672287993d29ce9abb6f0bee0c06c267c2a8083984e07287fa8
3516880209147772|11/24|VISA 16 digit|724|Gold|cc62d732-13de-4e25-8cf1-fa7936882ef4|b394630427e4339c02bbeaada532c83c999eeeb35d8020c0a3dd575cadd39480
4836551641037770408|11/25|Diners Club / Carte Blanche|5685|Classic|18cc2204-9b8a-4a5e-bca4-3d4595265266|ab5133baa67ab604b72c380a1cfb00ad1f8a1f9d3aed4719531c09320e2febca
3557824102384090|02/27|American Express|853|Classic|5fe3254d-e592-42f7-a561-b83b39b066f0|832c800bb89be5744333b3f0c79bd5ad926fcdbf8a15b770080326dd5db9716a
30376699822704|09/29|Discover|507|Classic|f352d311-c51c-46f2-93e2-b6f6e04fe7e9|58ceadbfe0084b8c8024fbca9b1d8045bb500926d7bbc3ee79d89c51c66f842e
6596871078227205|08/15|VISA 16 digit|6714|Platinum|6b14a4e6-a109-4735-819e-431679648944|84bb724d965a2c7cb8c43cce3e775c7e6724df65b0c071bab581e72b6fab1e51
501883705409|06/26|Discover|950|Platinum|5ecdeac0-2ed7-4c3f-be38-483c685e6944|be34daf6cd58c4f16f45223c33f58849827b252e6a1451436e5555f3e818250f
4471327604556882607|05/16|Maestro|286|Gold|c28ea958-c12f-47ea-9a81-55fbbf4ff6fe|0b5a8f68e3fac62c3d50adcfc0c128afc1651b9895e02dd737c15421b9be1306
3560994703189159|04/23|VISA 19 digit|329|Classic|a5e8523a-cbc9-460b-a670-8691fe762a43|d4fbc2b984761c201f210842ed70673931da55d788dbe4ed479fd9d8de1df32a
180004814389650|03/30|JCB 16 digit|540|Gold|2993c2c6-c0b8-4c78-bc08-19aef282c927|6d59f6aab1b3ef1961c11bba60935956d53cd8ef4d04c89af46891294fb9d497
6504194423188001|11/27|VISA 13 digit|266|Gold|a46791e9-9fd7-4032-ae95-137328a1815c|cbe3fda925053cedb0eb81d02777a3cfb7051a2ab5fcfe318f515edfdf0779a0
3593577786059455|06/22|Mastercard|617|Classic|749ef7dd-be6e-492e-9c6c-32a39ed4b95b|011c300f82e1849e4db7d0afe600adb1a7f4211020a280433a37c575b3c2ac32
180092196297385|10/24|JCB 15 digit|759|Classic|99e6d98a-789a-44c3-82e0-d0150a4a7a54|66782c37f0adbc5a16f0894556fbebda8bad903bae66bbdc6f6e6377b4df4407
2227675353484266|08/32|VISA 16 digit|029|Classic|398b744e-690a-4b5e-8b51-800831ed56f2|c6f92ce25efd19ba67311a3680cc38e7aa45e8a603f3ed3119dc988f50d1860a
180021063148603|02/24|JCB 16 digit|853|Classic|efebd08a-da0a-44bd-8a84-cc8415c0be7f|ae4898200d317ceeb178e2c5194a756aabc38d8882ef7da2a8628fff1b96d6a9
3571976377961424|04/21|Mastercard|158|Gold|d61827bb-1a45-4a69-9f68-d4c3574e9ffb|be658e5babaf59bf4df0126bc837957a9d627afe4ded036725a7a548fba3a145
3575207986262566|06/22|JCB 15 digit|360|Classic|dacbb98e-7c41-48f6-a5d2-23c70af3fc27|2c0123df9fc960120fa9ef84dc63a88a29a549660347cb437f225310caf4cde1
4235540557190729|06/22|Discover|003|Platinum|674f0d29-7719-4be9-a369-63e94622c90a|11221af46c706c68591afca834bf99eaee589190987ad9347d57b3d16074e14a
30598245399537|01/25|Mastercard|071|Classic|18063128-244e-40f0-860d-5439259bce33|4116d3fe8e716c7c91e9fc4d4176eca6b5cf80f07bb7152daef125c43066e363
4945342140891257373|04/18|VISA 16 digit|749|Gold|1c6fbdc0-1f40-4b6f-9733-f741bacfe05d|350fde3059f117b3af79a59234146962a52f7d2bcd4d4fd593a9a59d360d9bbc
3521401264640479|08/30|Mastercard|712|Gold|3562b888-f394-4083-8ccd-0fa85be66041|013dfb8444277476056941bf50a7386579dda0946bb32944ff14d9f9b66c3051
4259367227215897|04/30|JCB 16 digit|088|Gold|e9b073bf-6957-41a1-ba04-df6173cae88b|78e7fb24f21c70b4130afa592d1df9ae67b050822ddcf638d04287a568b6daa6
4239476057757|11/16|VISA 13 digit|154|Gold|ed91d23d-a46d-4406-a2d8-238d9e820db6|a0c0bb44ad971e1ca664cf7b5a13943216e39b50843e663007b0a34b13bc5103
3501419468625710|07/27|JCB 16 digit|162|Classic|920ab3e1-4042-4d5b-bc75-32c0e5900072|4ffcd9d35f40ff6b60cc65253c730c495155de0f717ff412a26ef9b65fd2bcc1
4937337349638565|11/30|Diners Club / Carte Blanche|156|Platinum|2319080b-4524-4cb8-b40b-bc8d9e318640|7a9dea9b6c1ce86c8bea472a45acbace2b990e08c2fa0868b757d4e145e781b0
6518180385644119|08/25|VISA 16 digit|621|Platinum|1b08eec4-3094-41bf-98ae-b6ecf669e0b1|15e365093a78bf64982b0d9c9aa689a5f6a8edee00f23e81cdfe4f953c6e5d03
6011620185094041|03/27|JCB 16 digit|072|Classic|581c44f7-a600-481c-b911-513624c34bb8|996a3a52e6ad45cb592288acf6958a47bf4bc84367244410e85323a967206550
3550449437466003|11/27|Discover|537|Gold|2f4424b6-3f2e-433c-81e5-b7e4ac7f539b|8154b1f7803b15871b9f31190b9a8d74d3f1cf7ce7ba28370825e01205aea439
5342893145939744|03/22|Maestro|592|Classic|0a76495e-0714-4228-bddd-8dcae69ff194|c0c49e63dfa76c7fa17411b38c7a4226259865edb11b072a620109434532c640
3550721833692501|02/32|American Express|429|Gold|5605e301-3734-46b5-bc3d-7945aa7bba52|7f7b237f00131fca07c89769aeca0f15f7e60ea47b2bc608b093925c0011f710
4402826094074|02/13|Maestro|230|Classic|1e5a629c-cb27-4526-8154-77a854db7918|5c82006c785fb6ea461937ba9a15cb6de7b86c2d801b983c74364abd195cd375
6011054434426517|12/22|JCB 15 digit|597|Classic|b88d33c5-3c3f-4f67-9a1b-ef27f23fe362|af43dac623bcb9d3a73d99477234a5567ae3bb0e03f319139b5c4c71670e86a4
4282109100662551306|03/19|JCB 16 digit|760|Gold|26ab587a-28af-444b-9035-ee5546245369|c5b78c191031fa13c34bc76e994cf9768fc62b56a9479084ace8146bae05ddb2
3564740067161516|06/13|Mastercard|887|Gold|919102f6-745d-41a5-8b5b-7b7c937a3ab8|08563a60e5a227d9e97fc8dbcc1710d60e54caa79b6a12119a5ba2d0297df9b4
4920616291725|11/29|VISA 16 digit|528|Classic|2361d788-f003-40ab-8bdc-c710433f3719|d75db30012c4d93842203b76f04570919ceba2650160ccc98eea7a7124d7dc21
4091484738989|06/22|VISA 13 digit|119|Gold|e3d54b7b-2963-4540-ac30-6c630acf87ab|b6abbfb3e300a50620dc287f7db26e1890a8195e9d7f1be5450c7d620484c78a
6011893320168513|02/19|JCB 16 digit|027|Classic|d5c3f230-8c0c-40a1-baa7-5214e2367ac3|574f12872b999df4e527ece37b9d61fc776b8175639b2f4da3da6adb0be3fa6b
371283493472677|04/31|Mastercard|856|Platinum|8cc9f8c4-5300-461e-abf2-0dcca408c307|b0a71c83ed662ac800caff745be536ee4ad3505fa5aa8c5b6573b4b3c35691bb
4882321418920|08/20|JCB 15 digit|076|Classic|53399eeb-d11a-452b-ac34-8dd580f6e0bb|5a84fa106a55811daa1e52e32743669d0aa4f5abce3660cfbee50d1b8e1aaf4f
5472514976741338|12/13|JCB 15 digit|045|Platinum|fe311ad5-6974-4294-943f-4b4345a1653f|4a802a3c92f7b7a5ad4625e63bd709d75f7160e93e17df7f63d68b9665e17da7
30051085112446|03/27|VISA 13 digit|176|Classic|0fd6384a-1070-41b7-88dc-8f0f1fc56816|7c375ebdcf79e7e81dd8122973aebcb635c3d2edec1ea6f859e2a230b9933a09
3529493335603653|10/18|Diners Club / Carte Blanche|033|Platinum|d2246a83-e28c-44fa-824c-59d0773ee276|de8cf3e916895cb9a7d2333be7e6955453b84c3f7a16e6b605848b75c75b0d27
4675494328638318|10/16|Mastercard|170|Classic|04010ec9-360c-464f-80dd-15090c829d1e|09bdac962cf78869f3a069463d819c1ddea73d8b79d8200e8633c36a4eac716b
30350912166017|01/17|JCB 16 digit|233|Classic|efb101eb-0812-4e43-98d6-74789a82b208|d0df9835f98fb12c50906695627da1083276be5523032c872ee6f0821ffb0b49
2272603950286029|03/32|VISA 16 digit|717|Classic|ecdab99c-83f9-4f5b-a2a1-bcf60cba2c99|1df0f0188730c2e19a3acd93dc4f67e21f61d4045569daf70585d5718686728d
2272643247708765|05/15|VISA 19 digit|754|Gold|bae2001d-cf41-4322-bd95-34dfe15d697d|7e0b6ee699ecd1ac537116f962f296cfe0c76cfdf503b24c3e477235b55a0403
676232091147|10/24|Discover|830|Gold|39c930a3-d225-478f-956e-944cb335066e|92546f7f815fefc5181c13e6d987401d599be6b230d959f654937e2d1a1a6105
4818650768374031|11/31|JCB 15 digit|535|Classic|dd228095-88af-4576-b995-f85ca49594d8|0eb51cf07dc807b71e029f87197a6a502cd40bf432c01bad6428a4d1999361f8
4195830408815|08/27|Mastercard|672|Platinum|3b19ef2b-3787-422d-ae88-95f4946caeb0|81bf3b212cdd4fff607f11129e66b36df19755334ade47bcda587c4a5927528d
4793941680309646|08/29|American Express|906|Classic|ce967d2e-a450-4d0e-9ccb-27e53097f9db|49436d2a0e346de59e92c65b163ea46f22873d6803e6d10a9eb6b14f5b95dce0
6011099480196365|07/29|VISA 13 digit|270|Platinum|d11e2c1b-f52b-4e8d-8140-518eb2cf1dbe|a3643218fea202721b1386813d9ca6ba50563b5383cb11e587fe624559421c43
373436417071532|02/23|VISA 16 digit|446|Platinum|20075a94-9b8d-4e5d-9f45-7284541d1298|a4fc3bf85f768b2e2aa4445bac7fa30ee72ed416de077710232c74ad62cd5724
5153676536267983|06/28|JCB 16 digit|115|Gold|5ee4ae04-5300-4166-b781-51c81f30dac6|695e399232f7a6e70a9ce108b613fa023ed6e609d054237079fddf4e2b39c441
213183075297017|04/32|VISA 16 digit|612|Gold|f59591e6-bd68-4ca9-8a23-0ef6fd07bf2d|de8982287839725f17b9a74ca7b0437a45b81d7335f9f96987b7ee39138fbc55
4781290471299523|07/28|Discover|976|Classic|d9ce4a0b-6c51-44d4-8972-5d6716a79dcf|472a080685d6f5af526007b31fb6c44913e336a9d9edbb47e75260d5f85919f0
38839540167126|03/16|VISA 19 digit|732|Platinum|31f5145a-f4ac-46cb-8f67-115d9cbdd189|eaefb93028c15b706547af35532e23cd31b202f0ca97471b1b4c054b835e3279
501869487915|12/24|Diners Club / Carte Blanche|161|Platinum|3b5369ba-406a-469f-befd-d15b580aaed8|dcc2878d4f501411629bdae68bd0a8a4d3cd8a94802d387b3b30d0a0ba44d770
4493670591877|02/23|American Express|250|Classic|93884ce9-e283-4152-8577-2d24a50d2078|c00d72c3bd173b75343082cbef5bde9801c871a04d0f45e4bd3ee0cfeec3a232
4602540460465|05/16|VISA 16 digit|710|Gold|c76da843-7722-4253-9ddc-ffb4bda7a8be|210153daa2336aa196ed66f3e61b87b5aab79233497f7aa8bca76917a8650574
4483789416841480|01/19|JCB 16 digit|406|Classic|53efdf76-39b3-49f1-9f0d-5c9b639af414|7a99a207987746f7b40551ff3f8da71cc6b288b5a5da2f080da4ebaa4e4bd438
4531569794550768|02/16|JCB 16 digit|151|Classic|1ef7fcf8-37e9-46de-b9b5-04909d37820e|87cc8cb4044196e03e509c1d936d8f9f0acb08ee6a4b30835b3346cf6e118cc3
213187774536773|12/20|JCB 16 digit|349|Classic|1ed21cd5-d95a-48f2-b9d5-24165f353149|aec0d72c78af7826ecf6bd2f72e4a16521ceee4912c0b6f6168d07800e581387
344140693243460|10/24|JCB 16 digit|679|Classic|3f541346-c328-40e0-b8ba-0e3dbcdafc79|348451ec66eead8d14a47f0c177c731483ab0d2b5a24ed6b184ee27f14aea25d
213140330718435|01/17|VISA 19 digit|499|Platinum|4af5dcf1-f170-4f23-94d9-cdb2193798fc|0c0e88059c00968becb92f322644777acb50a14888d09ee15db7f302d89b6b5b
3521409804707401|03/31|JCB 16 digit|666|Classic|8cb26093-3e45-4631-b79d-df7124c2dfa8|17e68a954a3c6db5de736b377abc0e64941e2040b33ca93c48b4e8b20296f969
4726008547406319374|09/13|VISA 19 digit|222|Classic|123245ff-b340-4059-b87a-69bb77e32f20|0fc373b1d4d3ece6720d0ef12a3dee4595f301dd7b2c575917194d3b2d7c97a6
4509987244664674|07/17|VISA 16 digit|349|Platinum|725b2da6-fb63-4652-a304-e6a41bd5b3ed|b3f74ee07fda50986ab410a3022a1334115d9650d6bb5d7f87a0e934ba5d425a
6011739495937127|10/32|Maestro|270|Classic|5685920f-edfe-4208-b513-c49dc0d2d46b|0c34bce698f312dc4de80b39690ed602a291c3e446b2340ae36302184771a353
503880386357|03/31|American Express|389|Gold|310d7aa8-9e42-4e92-9ab3-83c4fe876dd0|648691e6b4eef213c4704014203bff4b3d853009f1fd0f4b655a81a5706dcb1d
379319150443270|07/25|Discover|317|Classic|13a52022-49bd-4f03-a94e-53762430a928|d5cef84699624bb0be3667e75d9ff050c37b2c8406e98534cd7111fc11696a32
4073292235529390|01/31|JCB 16 digit|822|Classic|ff986854-01ce-4742-9ae8-0f486010e716|4227b350eb0ac9ff836f16f4bf4911c1ef9ce14aee34247cee6f1789e796ac47
3504433657555726|04/31|JCB 16 digit|681|Gold|8e398bef-e114-4971-b969-58f3564bbe96|52b455ed49cb316e6a100993dd4d2591637d2dc62517262ee0f6dbe0555e9579
2317046739901830|04/25|VISA 16 digit|945|Platinum|8762653e-c1f6-4ab5-988b-1e9de556719c|38ca8bafc4bcd8a37f810d4830bcaad50a13f20def3d94776553eb9e7895b34a
4229332724369|08/24|VISA 16 digit|577|Gold|e80d9156-d40a-479e-95b8-6eff661d78df|aba7a8b03142a5891ba4c445e181979c730bcecedab22c72c5719ad6a610ebfd
3564600644248485|05/29|JCB 16 digit|139|Platinum|4bb8b349-1252-4640-89f2-8f790d899c25|b632148d8edfc29e05ffeea1d776c0c8c809492d4da0f3ecc3e55cc6fed1364b
2626346507188263|11/31|JCB 16 digit|379|Platinum|adc72d1c-68db-49fe-a6c8-577c60110100|bdba76b90535bb26a447f6979da6161d18ec92216fae281764181d34c23cbc4d
3584520163617017|06/32|JCB 15 digit|007|Platinum|f73ab671-abce-4f8e-b620-d952d8400be8|31c22b4d8cef24e3a619a34506a5b3bf4ceb776ba466e160bbe8360d9b89954c
5396633607459194|08/22|VISA 19 digit|933|Classic|7b58dc66-1f80-437b-a42a-475b2ef93e94|b4974287b403e34492b9de148316beaddb2cb860bc70251f220623df1090db08
3508004317318502|11/13|Diners Club / Carte Blanche|787|Classic|76c19ff4-0c9f-4431-825b-63ce5e141b95|84950314e5bb9b81a49edd669f14bea1c5196727f07c0f948dd33d007745ee37
3568198541435632|08/21|American Express|4109|Gold|d28ec39c-691f-4a50-9a27-c8b88d7a58a6|ef652bfe43b1950696693f02853ed2804feabb2a11225d37864d914d3a5418b5
6505879193490582|09/26|American Express|394|Platinum|a7e15f8e-09c3-471c-bf18-6ec3dbfbe495|33235e1401a0fd75cab35e47f2a14ba85022bee7dc568683547f543d39364477
370449373304014|11/29|Discover|547|Gold|0e277f68-1cff-48ce-bf56-a66cb5ddfdba|c5ac4cd94febd1c1734da570bfafb62bdf300d693d72177ff3ac4dd1506c1f97
3548621690460627|03/23|VISA 16 digit|206|Platinum|dd9aa7d7-4820-43d6-984b-9b7981a3ee33|1a2663150bfff864ddb4fd253355167e978d0adcbb37641e095b0aab01b84aac
213107014286112|12/24|Maestro|744|Gold|28a515c7-a412-4c95-bd3c-cec8627bbb6c|aa0f6a8d86ffea3e93df074bd7b15f70892586b05ac5342846e2c1324fd0ecff
180023752502645|08/17|VISA 16 digit|776|Gold|136364e8-c88a-49a3-b6ce-7a76b65651f9|d636caae83138fba4fbd9e7582d5e6fc2189f42347cbdb2520c0b406dca2fd06
38190333604325|11/26|Mastercard|114|Classic|7da52d30-c886-4d89-8cc6-496496e34aca|7e6befbe7189522780b00da2bf07758aa6097dd275059d5f3e46f97fc75a6f6d
4697690690366|05/15|VISA 13 digit|280|Gold|e8d4f052-f303-4f6a-b368-bb9a7e9a5a47|129b29d5ac292833dbcd59c6604d74e2ce65fc8e3c5d9317516bbe899d173398
4546199548305779784|01/28|Mastercard|279|Classic|5f586129-70f5-4633-a036-445a7275b75b|f5a2eb1cfccd5a88249307417847ed79ec61d842fed51d49884acedc68a01e39
4725016875228835588|05/31|JCB 15 digit|584|Gold|a3391500-82fd-4338-8d20-52e6e9673267|63e2e18e75467fbd8e0a586f5a545dd001743b9276be77d11e515f469a136d22
6568908841724979|11/21|Diners Club / Carte Blanche|452|Gold|9b03d62a-bf95-4b58-9fdc-17c78b5744ab|b09e9b0f4088169c849831f851f71522fe0d761fc4a061d53956d0dfa1d16869
4853978848135277943|11/30|VISA 16 digit|727|Gold|a52688f8-3dda-46b3-b43a-10a69b9d4886|f987d84dd5c8266ec3508409e27a6bec5abcec1da822430332a7818d6d1ed358
4347123724647502|03/25|JCB 16 digit|458|Platinum|ce802e17-ba40-4308-83e9-cbc390fe4900|4109a54332853872a0fe9589889afafd928ffa18d95b6224f4f3ec6a2989b21c
570476320173|07/32|JCB 15 digit|520|Classic|237b9aac-8de5-4487-928c-250906160de3|173885444ef81b5c071da83cd8e385584a3a9ff29169ee3fa190e33eada5b1c0
4491777795867333|03/30|American Express|727|Platinum|9ad077e4-b7f0-4ac3-9136-7aeee595df72|c81744aa8a83f4b288fc3e0a3978d83a670d16b9bc00feb2ac057dad9ce8b8a5
4959425305881832631|10/16|VISA 16 digit|838|Classic|6af3b0c4-a22c-4269-b447-9747b38f2622|958be463ef610de0ae455a12c19260b0626e028f6763b8cc39faff9c3f4dd263
6011437446311340|12/17|American Express|121|Gold|f3bafed3-dbc7-4135-b541-3d932471940a|132b904172cb521dd42beac6692f768b242303252a7a8e0380cb9920083dc630
180017757803586|02/14|Maestro|040|Platinum|aa6168e4-316d-4254-8192-6fd12b4dca4f|c28716a8283263c9755d00593263615c0fc44b122eba69412a301bf6d3e5a57c
4229869672574022|04/24|Maestro|825|Gold|f22d0383-dfc0-4ec2-8b02-c02df65017b4|d0c08597407a9e6ede372f99a707aba2f88ef9e697fdd32542629df20817fdf3
503871388768|01/29|VISA 16 digit|160|Gold|769c565d-fe0a-4386-82a0-28814656ecf1|93893cf720df9b1138aa33595c7812be6aca8a8a27247e8e3ef283e85475aa17
4332388838848307|10/19|Maestro|643|Gold|efb8ac13-f90c-4c69-b20d-f80fd691a6c6|fe4f5ba70a220d5f2bac1e6ebd997a5de1e7195f7f212db1c537c0b876e087dd
4569533865366|02/14|JCB 16 digit|2101|Gold|886c9e12-1fa8-4f8b-aa23-3f3d9abf0b15|25d5f500a80e8e8d6a27e5f9bfa9d56db5d29967e1ba9997e6384945a9f8e1c3
4872140834617368|07/15|Discover|704|Classic|4886ff14-ac87-49bf-b260-b0b7d557d155|6d172ce4710e8958756d1bf64c5e8ef040986e089656a4193c697e7e64e65692
